day,minute,order_id,courier_id,regime,pickup_dist_km,order_dist_km,tw_end,delivered_predicted,delivered_actual,slack_min,noise_min,on_time,on_time_8b,method
6,728,394815,987.0,1,0.577,0.716,757,756.22,765.07,-8.07,8.85,0,0,greedy
6,728,31385,272.0,1,0.268,0.074,757,748.63,748.63,8.37,0.0,1,1,greedy
6,728,209040,3395.0,1,0.133,1.131,758,756.98,756.98,1.02,0.0,1,1,greedy
6,728,326096,1328.0,1,0.542,1.013,759,758.37,758.37,0.63,0.0,1,1,greedy
6,728,306639,228.0,1,0.183,0.286,764,756.94,761.41,2.59,4.46,1,1,greedy
6,728,91497,2662.0,1,0.387,1.044,764,761.95,774.62,-10.62,12.67,0,0,greedy
6,728,82224,1240.0,1,0.146,1.073,768,766.22,766.22,1.78,0.0,1,1,greedy
6,730,28223,1299.0,1,0.302,1.143,755,754.94,754.94,0.06,0.0,1,1,greedy
6,730,482506,2914.0,1,0.266,0.854,761,759.83,759.83,1.17,0.0,1,1,greedy
6,730,552674,1601.0,1,0.851,1.524,763,760.15,764.4,-1.4,4.26,0,1,greedy
6,730,267005,1204.0,1,0.169,0.943,765,763.45,771.72,-6.72,8.26,0,1,greedy
6,730,521427,1556.0,1,0.05,0.922,770,760.49,760.49,9.51,0.0,1,1,greedy
6,730,275601,2761.0,1,1.052,1.843,771,770.67,782.3,-11.3,11.63,0,0,greedy
6,730,164476,2020.0,1,0.257,1.861,774,768.95,775.92,-1.92,6.97,0,1,greedy
6,732,229503,272.0,1,0.287,0.759,762,761.6,761.6,0.4,0.0,1,1,greedy
6,732,244081,1724.0,1,0.079,1.524,763,759.4,764.44,-1.44,5.04,0,1,greedy
6,732,298177,958.0,1,0.141,0.795,763,762.12,762.12,0.88,0.0,1,1,greedy
6,732,356562,3100.0,1,0.358,1.237,766,764.86,764.86,1.14,0.0,1,1,greedy
6,732,211997,1282.0,1,0.334,2.135,773,770.64,770.64,2.36,0.0,1,1,greedy
6,734,191297,388.0,1,0.171,0.57,763,761.93,770.92,-7.92,8.99,0,1,greedy
6,734,386647,3315.0,1,0.194,0.359,763,757.46,770.89,-7.89,13.43,0,1,greedy
6,734,397556,2717.0,1,0.15,1.192,764,763.85,763.85,0.15,0.0,1,1,greedy
6,734,155341,537.0,1,0.916,0.841,765,764.65,773.75,-8.75,9.09,0,0,greedy
6,734,448408,1401.0,1,0.291,0.5,766,762.65,765.41,0.59,2.76,1,1,greedy
6,734,485074,607.0,1,0.838,1.425,766,765.68,765.68,0.32,0.0,1,1,greedy
6,734,524089,637.0,1,0.064,0.739,772,765.08,765.08,6.92,0.0,1,1,greedy
6,734,542329,529.0,1,0.186,1.823,772,771.8,780.06,-8.06,8.25,0,0,greedy
6,734,50735,2677.0,1,0.22,1.578,773,767.64,767.64,5.36,0.0,1,1,greedy
6,736,334322,2150.0,1,0.538,0.834,759,757.24,766.86,-7.86,9.61,0,1,greedy
6,736,182496,114.0,1,0.281,0.756,760,759.96,769.7,-9.7,9.74,0,0,greedy
6,736,552677,501.0,1,0.052,1.247,765,762.92,773.81,-8.81,10.89,0,0,greedy
6,736,306646,2039.0,1,0.093,0.154,765,756.54,758.39,6.61,1.85,1,1,greedy
6,736,529338,2082.0,1,1.087,1.047,766,765.96,772.94,-6.94,6.97,0,1,greedy
6,736,217968,2825.0,1,0.194,0.654,766,762.46,762.46,3.54,0.0,1,1,greedy
6,736,275609,820.0,1,0.715,0.752,766,764.3,767.12,-1.12,2.82,0,1,greedy
6,736,513700,226.0,1,0.29,0.661,767,760.46,760.46,6.54,0.0,1,1,greedy
6,736,298179,1329.0,1,0.786,1.303,768,767.91,767.91,0.09,0.0,1,1,greedy
6,736,477293,1880.0,1,0.355,1.296,771,768.98,782.56,-11.56,13.57,0,0,greedy
6,736,394826,1771.0,1,0.853,2.14,778,777.74,781.17,-3.17,3.43,0,1,greedy
6,736,309456,2002.0,1,0.25,2.286,782,775.76,786.8,-4.8,11.04,0,1,greedy
6,738,552668,1538.0,1,0.138,0.918,758,757.99,757.99,0.01,0.0,1,1,greedy
6,738,542331,454.0,1,0.218,0.461,767,761.28,762.43,4.57,1.15,1,1,greedy
6,738,334330,996.0,1,0.101,0.462,767,760.14,760.14,6.86,0.0,1,1,greedy
6,738,421635,489.0,1,0.072,0.305,767,764.76,773.43,-6.43,8.67,0,1,greedy
6,738,315103,2466.0,1,0.15,0.622,767,760.93,772.64,-5.64,11.71,0,1,greedy
6,738,12217,2252.0,1,0.738,1.156,767,764.4,767.2,-0.2,2.81,0,1,greedy
6,738,397561,2191.0,1,0.35,0.769,770,767.34,767.5,2.5,0.16,1,1,greedy
6,738,334329,3384.0,1,0.619,0.86,771,770.13,776.81,-5.81,6.68,0,1,greedy
6,738,244083,3241.0,1,0.839,1.802,775,771.59,771.59,3.41,0.0,1,1,greedy
6,738,370362,836.0,1,0.113,2.054,779,778.65,778.65,0.35,0.0,1,1,greedy
6,740,495404,139.0,1,0.381,0.668,769,767.16,767.16,1.84,0.0,1,1,greedy
6,740,21823,1328.0,1,0.035,0.423,769,766.29,766.29,2.71,0.0,1,1,greedy
6,740,50742,828.0,1,0.326,0.644,770,769.17,773.11,-3.11,3.94,0,1,greedy
6,740,41019,3345.0,1,0.602,0.6,770,764.3,764.3,5.7,0.0,1,1,greedy
6,740,21824,1299.0,1,0.356,0.305,770,764.6,776.84,-6.84,12.24,0,1,greedy
6,740,568019,987.0,1,0.314,0.34,770,765.82,775.5,-5.5,9.68,0,1,greedy
6,740,432320,1538.0,1,0.171,0.258,770,765.66,765.66,4.34,0.0,1,1,greedy
6,740,232423,3524.0,1,0.673,0.735,770,766.52,773.48,-3.48,6.95,0,1,greedy
6,740,550057,1931.0,1,0.829,1.077,770,766.37,766.64,3.36,0.27,1,1,greedy
6,740,146312,3309.0,1,0.521,0.7,770,768.66,770.41,-0.41,1.75,0,1,greedy
6,740,53907,780.0,1,0.114,0.315,770,764.89,769.87,0.13,4.98,1,1,greedy
6,740,97685,1214.0,1,1.065,0.682,771,770.48,770.48,0.52,0.0,1,1,greedy
6,740,115928,2514.0,1,1.114,0.727,771,769.29,769.29,1.71,0.0,1,1,greedy
6,740,416341,2144.0,1,1.813,0.96,772,770.78,775.59,-3.59,4.81,0,1,greedy
6,740,443038,488.0,1,0.702,1.139,773,770.43,773.14,-0.14,2.71,0,1,greedy
6,740,170481,1556.0,1,0.074,1.0,775,773.69,775.67,-0.67,1.98,0,1,greedy
6,740,106822,228.0,1,0.459,1.315,777,776.15,776.64,0.36,0.49,1,1,greedy
6,742,170480,2717.0,1,0.045,0.236,771,770.26,774.13,-3.13,3.87,0,1,greedy
6,742,278482,1674.0,1,0.145,0.403,771,769.8,776.24,-5.24,6.45,0,1,greedy
6,742,389416,3278.0,1,1.555,0.895,771,770.73,770.73,0.27,0.0,1,1,greedy
6,742,511107,1724.0,1,0.073,0.722,771,770.21,777.8,-6.8,7.59,0,1,greedy
6,742,292559,2914.0,1,0.281,0.512,772,770.62,770.62,1.38,0.0,1,1,greedy
6,742,529344,2258.0,1,0.601,1.985,772,771.53,771.53,0.47,0.0,1,1,greedy
6,742,88386,1225.0,1,1.086,0.948,772,771.67,776.38,-4.38,4.71,0,1,greedy
6,742,565460,1204.0,1,0.165,0.771,776,775.48,779.22,-3.22,3.74,0,1,greedy
6,744,524086,2106.0,1,0.514,0.691,761,758.33,768.86,-7.86,10.54,0,1,greedy
6,744,386658,1401.0,1,0.05,0.449,773,770.93,770.93,2.07,0.0,1,1,greedy
6,744,487618,388.0,1,0.153,0.499,773,771.51,771.51,1.49,0.0,1,1,greedy
6,744,146315,745.0,1,0.766,0.868,774,773.44,775.87,-1.87,2.43,0,1,greedy
6,744,223762,939.0,1,0.191,0.776,774,771.23,772.87,1.13,1.63,1,1,greedy
6,744,456231,1233.0,1,0.114,0.387,775,766.94,771.2,3.8,4.26,1,1,greedy
6,744,176481,454.0,1,0.28,0.645,775,773.21,773.56,1.44,0.35,1,1,greedy
6,744,28244,2466.0,1,0.031,0.691,775,771.12,779.87,-4.87,8.75,0,1,greedy
6,744,247033,226.0,1,0.554,0.756,777,775.69,777.39,-0.39,1.7,0,1,greedy
6,744,348184,828.0,1,0.123,0.493,780,778.45,778.45,1.55,0.0,1,1,greedy
6,746,362137,489.0,1,0.093,0.426,775,773.2,773.2,1.8,0.0,1,1,greedy
6,746,350922,501.0,1,0.045,0.73,775,773.57,782.08,-7.08,8.51,0,1,greedy
6,746,331614,830.0,1,0.191,0.685,775,764.3,773.79,1.21,9.5,1,1,greedy
6,746,289751,4228.0,1,0.099,0.039,775,773.41,773.41,1.59,0.0,1,1,greedy
6,746,289752,272.0,1,0.444,0.755,776,775.87,779.81,-3.81,3.94,0,1,greedy
6,746,287007,416.0,1,0.238,1.244,776,775.92,781.38,-5.38,5.47,0,1,greedy
6,746,284209,2141.0,1,0.923,1.135,777,775.86,785.1,-8.1,9.24,0,0,greedy
6,746,258463,3100.0,1,0.226,0.357,779,773.86,778.08,0.92,4.22,1,1,greedy
6,746,241193,849.0,1,0.326,1.036,780,774.23,774.23,5.77,0.0,1,1,greedy
6,746,362136,2431.0,1,0.412,0.89,781,767.1,776.7,4.3,9.59,1,1,greedy
6,746,552683,114.0,1,0.374,1.485,781,779.89,789.66,-8.66,9.77,0,0,greedy
6,746,348186,996.0,1,0.114,1.624,782,779.04,785.93,-3.93,6.89,0,1,greedy
6,746,155352,1593.0,1,0.322,1.712,784,780.13,795.1,-11.1,14.98,0,0,greedy
6,748,200130,2150.0,1,0.46,1.124,777,774.82,774.82,2.18,0.0,1,1,greedy
6,748,235389,2106.0,1,0.481,0.643,777,771.96,771.96,5.04,0.0,1,1,greedy
6,748,381245,544.0,1,1.294,0.702,777,773.9,776.85,0.15,2.94,1,1,greedy
6,748,562977,2252.0,1,0.25,0.51,777,774.91,778.42,-1.42,3.51,0,1,greedy
6,748,258464,780.0,1,0.449,0.531,778,777.29,784.93,-6.93,7.64,0,1,greedy
6,748,85268,537.0,1,0.283,0.589,779,776.13,781.36,-2.36,5.23,0,1,greedy
6,748,252759,2191.0,1,0.33,1.204,785,784.5,788.32,-3.32,3.82,0,1,greedy
6,750,50750,987.0,1,0.564,0.181,779,776.21,782.35,-3.35,6.14,0,1,greedy
6,750,118951,2039.0,1,0.19,0.223,780,764.08,764.08,15.92,0.0,1,1,greedy
6,750,212009,3241.0,1,0.164,0.206,780,778.77,783.47,-3.47,4.7,0,1,greedy
6,750,75828,939.0,1,0.069,0.176,781,777.33,778.99,2.01,1.65,1,1,greedy
6,750,334335,2426.0,1,0.59,0.895,781,779.36,779.36,1.64,0.0,1,1,greedy
6,750,69536,3395.0,1,0.945,1.599,787,782.78,782.78,4.22,0.0,1,1,greedy
6,752,370372,3524.0,1,0.31,0.73,781,779.44,784.56,-3.56,5.12,0,1,greedy
6,752,249911,1240.0,1,0.22,0.157,781,773.45,773.45,7.55,0.0,1,1,greedy
6,752,88393,830.0,1,0.253,0.137,781,771.64,782.43,-1.43,10.79,0,1,greedy
6,752,57011,2149.0,1,0.73,1.329,781,773.65,775.88,5.12,2.23,1,1,greedy
6,752,75826,1601.0,1,0.095,1.925,782,781.47,783.55,-1.55,2.08,0,1,greedy
6,752,97693,3384.0,1,0.213,0.556,782,780.72,782.07,-0.07,1.35,0,1,greedy
6,752,200135,3309.0,1,0.544,0.328,782,780.14,780.14,1.86,0.0,1,1,greedy
6,752,235396,2082.0,1,0.629,0.586,782,780.38,780.38,1.62,0.0,1,1,greedy
6,752,453682,2170.0,1,0.218,0.5,782,775.43,782.01,-0.01,6.58,0,1,greedy
6,752,562979,139.0,1,0.064,1.192,782,781.93,784.54,-2.54,2.62,0,1,greedy
6,752,560401,3315.0,1,0.901,0.862,784,776.57,781.82,2.18,5.25,1,1,greedy
6,752,252762,2039.0,1,0.172,1.23,785,780.1,780.1,4.9,0.0,1,1,greedy
6,752,370373,1401.0,1,0.42,1.392,793,790.46,791.94,1.06,1.48,1,1,greedy
6,754,405679,2252.0,1,0.315,0.089,783,782.37,783.19,-0.19,0.82,0,1,greedy
6,754,220916,2662.0,1,0.035,1.58,783,779.79,779.79,3.21,0.0,1,1,greedy
6,754,146320,1538.0,1,0.241,1.04,783,780.65,780.65,2.35,0.0,1,1,greedy
6,754,568031,607.0,1,0.518,0.913,784,781.94,781.94,2.06,0.0,1,1,greedy
6,754,373194,2771.0,1,1.036,0.879,784,783.77,783.77,0.23,0.0,1,1,greedy
6,754,53920,1329.0,1,0.512,0.784,784,783.02,795.23,-11.23,12.21,0,0,greedy
6,754,41030,2015.0,1,0.318,0.86,784,777.08,777.88,6.12,0.81,1,1,greedy
6,754,252763,2258.0,1,0.135,1.078,786,785.93,785.93,0.07,0.0,1,1,greedy
6,754,482520,2717.0,1,0.499,0.646,787,784.07,784.07,2.93,0.0,1,1,greedy
6,754,34660,1240.0,1,0.344,0.806,792,787.31,787.31,4.69,0.0,1,1,greedy
6,756,518839,637.0,1,0.463,1.143,784,782.84,793.6,-9.6,10.75,0,0,greedy
6,756,128040,1299.0,1,0.539,0.878,785,780.75,780.75,4.25,0.0,1,1,greedy
6,756,312334,2020.0,1,0.355,0.722,785,782.18,796.06,-11.06,13.87,0,0,greedy
6,756,152330,836.0,1,0.113,0.218,786,785.48,785.48,0.52,0.0,1,1,greedy
6,756,479980,454.0,1,0.314,0.541,786,784.54,784.54,1.46,0.0,1,1,greedy
6,756,334337,3345.0,1,0.743,1.552,788,787.97,787.97,0.03,0.0,1,1,greedy
6,756,565466,388.0,1,0.066,1.396,793,788.05,788.05,4.95,0.0,1,1,greedy
6,758,63255,3347.0,1,1.16,1.251,783,782.66,782.66,0.34,0.0,1,1,greedy
6,758,362149,489.0,1,0.2,0.909,787,786.71,786.71,0.29,0.0,1,1,greedy
6,758,309467,416.0,1,0.078,0.604,787,785.76,787.65,-0.65,1.88,0,1,greedy
6,758,381251,1931.0,1,0.922,0.815,787,785.26,785.26,1.74,0.0,1,1,greedy
6,758,200141,2002.0,1,0.128,0.292,787,783.37,785.52,1.48,2.15,1,1,greedy
6,758,303801,2050.0,1,0.188,1.107,787,781.22,783.86,3.14,2.64,1,1,greedy
6,758,309468,820.0,1,0.676,1.242,788,784.73,784.73,3.27,0.0,1,1,greedy
6,758,405684,1724.0,1,0.496,0.604,789,783.64,789.94,-0.94,6.29,0,1,greedy
6,758,220920,1746.0,1,1.155,1.041,789,788.49,790.37,-1.37,1.88,0,1,greedy
6,758,508479,1225.0,1,0.235,1.326,790,789.05,794.75,-4.75,5.7,0,1,greedy
6,758,121982,2825.0,1,0.593,2.153,792,789.99,789.99,2.01,0.0,1,1,greedy
6,760,182522,1123.0,1,0.135,1.607,784,778.93,778.93,5.07,0.0,1,1,greedy
6,760,472064,1233.0,1,0.79,1.001,789,786.29,797.86,-8.86,11.57,0,0,greedy
6,760,394844,958.0,1,1.176,1.132,789,785.91,785.91,3.09,0.0,1,1,greedy
6,760,155356,2106.0,1,0.635,0.153,789,782.72,782.72,6.28,0.0,1,1,greedy
6,760,226675,2514.0,1,0.545,0.559,790,782.75,791.35,-1.35,8.6,0,1,greedy
6,760,258472,3241.0,1,0.164,0.406,790,787.65,796.5,-6.5,8.84,0,1,greedy
6,760,315115,3384.0,1,0.341,0.246,791,789.75,789.75,1.25,0.0,1,1,greedy
6,760,155358,488.0,1,0.763,1.403,793,793.0,793.0,0.0,0.0,1,1,greedy
6,760,63259,1214.0,1,0.276,1.91,794,793.22,793.22,0.78,0.0,1,1,greedy
6,762,235402,2677.0,1,0.4,1.088,791,784.4,784.65,6.35,0.26,1,1,greedy
6,762,550067,1123.0,1,0.201,0.424,791,788.29,788.29,2.71,0.0,1,1,greedy
6,762,191320,1674.0,1,0.228,1.43,791,788.01,788.01,2.99,0.0,1,1,greedy
6,762,206037,544.0,1,0.631,0.683,792,789.17,789.17,2.83,0.0,1,1,greedy
6,762,194224,780.0,1,0.276,0.479,792,787.77,787.77,4.23,0.0,1,1,greedy
6,762,82252,2466.0,1,0.664,1.195,792,791.06,791.06,0.94,0.0,1,1,greedy
6,762,155360,3100.0,1,0.689,0.913,792,791.59,791.59,0.41,0.0,1,1,greedy
6,762,41036,537.0,1,0.252,0.442,793,786.08,786.08,6.92,0.0,1,1,greedy
6,762,508486,272.0,1,0.215,1.603,796,795.45,795.45,0.55,0.0,1,1,greedy
6,762,411052,1282.0,1,0.721,1.823,797,796.44,803.74,-6.74,7.3,0,1,greedy
6,764,278490,2761.0,1,0.084,0.112,793,776.35,779.93,13.07,3.58,1,1,greedy
6,764,356581,2170.0,1,0.114,0.429,793,784.08,786.58,6.42,2.5,1,1,greedy
6,764,2534,1593.0,1,0.217,0.664,794,791.68,791.68,2.32,0.0,1,1,greedy
6,764,539864,228.0,1,0.25,0.934,794,790.29,790.29,3.71,0.0,1,1,greedy
6,764,524110,1299.0,1,0.457,0.137,794,789.84,795.66,-1.66,5.82,0,1,greedy
6,764,2533,529.0,1,0.963,1.127,794,793.72,796.19,-2.19,2.48,0,1,greedy
6,764,272744,1329.0,1,0.471,0.138,794,792.24,798.05,-4.05,5.81,0,1,greedy
6,764,529356,1771.0,1,0.447,0.699,795,791.56,791.56,3.44,0.0,1,1,greedy
6,764,131126,2771.0,1,0.129,1.242,802,799.52,801.01,0.99,1.49,1,1,greedy
6,766,85276,3524.0,1,0.027,0.38,795,786.93,792.11,2.89,5.18,1,1,greedy
6,766,179562,1963.0,1,0.266,1.365,795,789.57,789.57,5.43,0.0,1,1,greedy
6,766,440406,1674.0,1,0.085,0.043,795,793.1,793.1,1.9,0.0,1,1,greedy
6,766,492839,996.0,1,0.306,0.905,796,793.42,793.42,2.58,0.0,1,1,greedy
6,766,477306,416.0,1,0.163,0.558,796,795.94,795.94,0.06,0.0,1,1,greedy
6,766,498013,2914.0,1,0.797,1.568,796,794.9,799.86,-3.86,4.97,0,1,greedy
6,766,474703,2150.0,1,0.732,0.743,796,791.46,803.82,-7.82,12.35,0,1,greedy
6,766,539865,501.0,1,0.136,0.808,796,785.66,785.66,10.34,0.0,1,1,greedy
6,766,451139,1538.0,1,0.264,0.937,796,794.94,794.94,1.06,0.0,1,1,greedy
6,766,79050,1724.0,1,0.227,0.145,796,790.84,790.84,5.16,0.0,1,1,greedy
6,766,453693,2141.0,1,1.101,0.729,796,795.54,807.32,-11.32,11.78,0,0,greedy
6,766,416355,2020.0,1,0.374,0.445,797,793.21,797.47,-0.47,4.27,0,1,greedy
6,766,235406,2002.0,1,0.517,0.955,800,799.98,814.35,-14.35,14.37,0,0,greedy
6,766,568039,780.0,1,0.155,0.524,802,797.58,798.71,3.29,1.13,1,1,greedy
6,766,115951,3309.0,1,0.173,1.843,803,801.42,806.96,-3.96,5.54,0,1,greedy
6,768,115945,1328.0,1,0.782,1.354,791,790.31,790.31,0.69,0.0,1,1,greedy
6,768,69552,114.0,1,0.782,0.639,797,796.07,796.07,0.93,0.0,1,1,greedy
6,768,134151,489.0,1,0.345,0.26,797,795.89,795.89,1.11,0.0,1,1,greedy
6,768,437697,2662.0,1,0.507,0.551,797,792.86,795.94,1.06,3.08,1,1,greedy
6,768,485095,2431.0,1,1.088,1.463,797,793.87,795.52,1.48,1.65,1,1,greedy
6,768,537317,2854.0,1,0.911,0.907,797,792.77,792.77,4.23,0.0,1,1,greedy
6,768,557838,2258.0,1,0.504,0.396,798,797.64,807.36,-9.36,9.72,0,0,greedy
6,768,424400,1401.0,1,0.236,0.156,798,797.82,808.57,-10.57,10.75,0,0,greedy
6,768,137203,2106.0,1,0.174,0.614,798,793.48,793.48,4.52,0.0,1,1,greedy
6,768,505875,1947.0,1,0.263,1.301,799,788.59,791.06,7.94,2.47,1,1,greedy
6,768,209066,830.0,1,1.138,1.219,799,795.85,797.84,1.16,1.99,1,1,greedy
6,768,378581,745.0,1,0.194,1.768,800,794.25,797.63,2.37,3.38,1,1,greedy
6,770,435048,828.0,1,0.648,1.011,799,796.67,805.41,-6.41,8.74,0,1,greedy
6,770,451141,2144.0,1,0.593,0.719,799,786.03,786.03,12.97,0.0,1,1,greedy
6,770,500630,987.0,1,0.552,0.764,799,791.49,805.14,-6.14,13.65,0,1,greedy
6,770,57029,2015.0,1,1.057,1.104,800,799.6,804.07,-4.07,4.48,0,1,greedy
6,770,60205,228.0,1,0.276,0.324,800,799.44,808.03,-8.03,8.59,0,0,greedy
6,772,255592,939.0,1,0.397,0.595,801,789.84,789.84,11.16,0.0,1,1,greedy
6,772,131129,2717.0,1,0.352,0.611,801,796.33,796.33,4.67,0.0,1,1,greedy
6,772,146333,1556.0,1,1.257,1.169,801,798.49,807.3,-6.3,8.82,0,1,greedy
6,772,350935,139.0,1,0.27,1.436,802,800.55,800.55,1.45,0.0,1,1,greedy
6,772,258480,2050.0,1,0.376,1.09,802,797.78,797.78,4.22,0.0,1,1,greedy
6,772,526708,5.0,1,0.557,0.653,802,791.11,791.11,10.89,0.0,1,1,greedy
6,772,131131,2252.0,1,0.498,1.786,808,805.95,811.93,-3.93,5.97,0,1,greedy
6,774,301016,2149.0,1,0.324,1.977,799,797.72,798.95,0.05,1.23,1,1,greedy
6,774,498015,4228.0,1,0.028,2.065,802,795.94,795.94,6.06,0.0,1,1,greedy
6,774,188394,454.0,1,0.631,0.945,803,802.05,804.08,-1.08,2.03,0,1,greedy
6,774,405689,2039.0,1,0.371,1.059,804,796.36,796.36,7.64,0.0,1,1,greedy
6,774,331635,1240.0,1,0.047,1.272,804,802.62,805.09,-1.09,2.47,0,1,greedy
6,774,278497,3524.0,1,0.368,0.852,804,801.38,806.04,-2.04,4.66,0,1,greedy
6,774,60209,388.0,1,0.539,0.647,804,802.21,810.88,-6.88,8.67,0,1,greedy
6,774,364959,2677.0,1,0.632,1.622,808,807.71,811.92,-3.92,4.21,0,1,greedy
6,774,295388,2761.0,1,0.097,2.191,809,799.96,799.96,9.04,0.0,1,1,greedy
6,774,124974,537.0,1,0.345,2.298,813,812.73,812.73,0.27,0.0,1,1,greedy
6,776,487636,3278.0,1,0.75,1.053,805,795.46,800.34,4.66,4.88,1,1,greedy
6,776,122005,4228.0,1,0.039,0.039,806,800.61,809.18,-3.18,8.57,0,1,greedy
6,776,232446,1931.0,1,0.123,0.254,806,792.49,793.68,12.32,1.19,1,1,greedy
6,776,41047,939.0,1,0.237,1.073,806,805.07,813.21,-7.21,8.14,0,1,greedy
6,776,469428,637.0,1,0.695,1.205,807,803.13,809.46,-2.46,6.33,0,1,greedy
6,776,69561,3347.0,1,0.549,1.925,808,807.86,807.86,0.14,0.0,1,1,greedy
6,776,31416,849.0,1,0.698,2.807,812,810.04,818.86,-6.86,8.82,0,1,greedy
6,778,269931,1233.0,1,0.236,0.312,807,794.99,798.24,8.76,3.25,1,1,greedy
6,778,75844,2514.0,1,0.645,1.623,807,806.2,806.2,0.8,0.0,1,1,greedy
6,778,461504,987.0,1,0.135,0.516,808,801.08,801.08,6.92,0.0,1,1,greedy
6,778,477318,1746.0,1,0.245,0.735,808,800.89,804.11,3.89,3.22,1,1,greedy
6,778,479989,4228.0,1,0.029,0.172,808,806.32,806.32,1.68,0.0,1,1,greedy
6,778,542360,2771.0,1,0.107,0.333,808,807.29,807.29,0.71,0.0,1,1,greedy
6,778,100913,1328.0,1,0.172,0.574,809,800.71,800.71,8.29,0.0,1,1,greedy
6,778,158347,529.0,1,0.266,1.388,812,811.9,815.45,-3.45,3.56,0,1,greedy
6,780,255596,1329.0,2,0.412,0.276,809,802.14,812.86,-3.86,10.72,0,1,greedy
6,780,350943,1233.0,2,0.236,0.867,809,808.44,818.54,-9.54,10.09,0,0,greedy
6,780,392152,3100.0,2,0.083,0.951,809,804.45,804.45,4.55,0.0,1,1,greedy
6,780,445695,836.0,2,0.106,1.339,809,801.87,801.87,7.13,0.0,1,1,greedy
6,780,337050,388.0,2,0.124,0.18,810,808.82,808.82,1.18,0.0,1,1,greedy
6,780,152347,1240.0,2,0.054,0.15,810,808.36,809.17,0.83,0.8,1,1,greedy
6,780,134160,1538.0,2,0.278,0.532,810,805.88,805.88,4.12,0.0,1,1,greedy
6,780,264257,1225.0,2,0.619,0.921,810,806.25,806.25,3.75,0.0,1,1,greedy
6,780,479990,3345.0,2,0.627,1.197,811,807.6,807.6,3.4,0.0,1,1,greedy
6,780,461505,3241.0,2,0.349,0.81,811,801.59,805.8,5.2,4.21,1,1,greedy
6,780,466842,3315.0,2,0.452,2.03,812,805.28,807.79,4.21,2.51,1,1,greedy
6,780,469429,2426.0,2,0.73,2.362,814,810.5,810.5,3.5,0.0,1,1,greedy
6,782,490248,1601.0,2,0.172,0.164,811,788.88,789.72,21.28,0.84,1,1,greedy
6,782,397595,2082.0,2,0.696,1.566,812,805.39,805.63,6.37,0.24,1,1,greedy
6,782,529371,820.0,2,0.756,1.734,812,810.08,810.08,1.92,0.0,1,1,greedy
6,782,272756,987.0,2,0.135,0.345,812,809.2,811.14,0.86,1.95,1,1,greedy
6,782,472077,2170.0,2,0.618,1.193,812,803.61,803.61,8.39,0.0,1,1,greedy
6,782,161470,544.0,2,0.284,1.111,812,805.13,805.13,6.87,0.0,1,1,greedy
6,782,131137,1282.0,2,0.214,0.806,812,809.19,810.95,1.05,1.76,1,1,greedy
6,782,200158,2149.0,2,0.075,0.131,813,803.49,803.49,9.51,0.0,1,1,greedy
6,782,2543,226.0,2,0.045,0.929,815,794.34,794.77,20.23,0.42,1,1,greedy
6,782,158353,2717.0,2,0.277,1.077,816,811.94,811.94,4.06,0.0,1,1,greedy
6,782,255600,958.0,2,0.731,2.287,817,815.77,815.84,1.16,0.07,1,1,greedy
6,782,191330,607.0,2,0.407,2.01,817,806.72,808.9,8.1,2.18,1,1,greedy
6,782,241218,2191.0,2,0.309,2.233,817,810.29,810.29,6.71,0.0,1,1,greedy
6,782,244108,3384.0,2,0.199,2.399,818,816.02,820.43,-2.43,4.41,0,1,greedy
6,784,91545,1601.0,2,0.172,0.138,813,795.53,795.53,17.47,0.0,1,1,greedy
6,784,298203,226.0,2,0.061,0.722,813,805.06,805.06,7.94,0.0,1,1,greedy
6,784,508498,2141.0,2,0.196,0.486,814,805.39,805.79,8.21,0.41,1,1,greedy
6,784,416371,2258.0,2,0.269,0.813,814,810.92,816.35,-2.35,5.43,0,1,greedy
6,784,284229,2106.0,2,0.155,1.72,814,813.55,813.55,0.45,0.0,1,1,greedy
6,784,97711,828.0,2,0.448,0.999,814,813.07,813.07,0.93,0.0,1,1,greedy
6,784,370397,3241.0,2,0.276,0.219,814,809.83,812.63,1.37,2.8,1,1,greedy
6,784,272758,1123.0,2,0.97,2.028,818,817.99,822.01,-4.01,4.02,0,1,greedy
6,786,458892,3100.0,2,0.352,0.254,815,813.65,814.62,0.38,0.98,1,1,greedy
6,786,118979,3309.0,2,0.278,0.15,815,809.09,809.09,5.91,0.0,1,1,greedy
6,786,275640,489.0,2,0.36,0.077,815,803.64,807.87,7.13,4.23,1,1,greedy
6,786,529374,1593.0,2,0.613,0.249,815,803.07,805.55,9.45,2.48,1,1,greedy
6,786,41057,2466.0,2,0.634,1.73,816,815.32,822.68,-6.68,7.36,0,1,greedy
6,786,331641,2854.0,2,0.216,1.321,816,809.95,811.78,4.22,1.83,1,1,greedy
6,786,238280,1601.0,2,0.172,0.138,816,802.18,804.67,11.33,2.49,1,1,greedy
6,786,443066,830.0,2,0.137,1.652,817,815.18,815.18,1.82,0.0,1,1,greedy
6,786,408445,2170.0,2,0.324,0.473,820,814.44,818.17,1.83,3.73,1,1,greedy
6,788,44372,1593.0,2,0.264,0.59,817,814.39,814.69,2.31,0.3,1,1,greedy
6,788,258491,2141.0,2,0.027,0.336,817,812.5,812.78,4.22,0.28,1,1,greedy
